ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,age_categories
462044,Female,No,47,Yes,Artist,4.0,Low,1.0,Cat_6,B,46-50
465686,Female,No,22,No,Healthcare,0.0,Low,2.0,Cat_6,D,18-25
464590,Female,No,27,Yes,Artist,14.0,Low,3.0,Cat_6,A,26-30
466152,Male,Yes,40,No,Engineer,8.0,Low,1.0,Cat_6,A,36-40
463156,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,A,75+
465729,Male,Yes,41,Yes,Artist,0.0,Average,4.0,Cat_4,B,41-45
462384,Female,No,29,Yes,Healthcare,1.0,Low,1.0,Cat_7,A,26-30
462442,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D,18-25
464191,Female,No,45,Yes,Engineer,1.0,Low,1.0,Cat_6,A,41-45
462078,Female,Yes,61,No,Artist,1.0,Average,2.0,Cat_2,B,61-65
467873,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,C,36-40
461270,Male,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_3,A,36-40
462960,Female,Yes,57,Yes,Entertainment,0.0,Average,2.0,Cat_6,C,56-60
464961,Male,Yes,76,No,Marketing,1.0,Low,1.0,Cat_4,A,75+
462110,Male,Yes,32,Yes,Artist,14.0,Average,2.0,Cat_6,B,31-35
465769,Male,No,25,Yes,Healthcare,9.0,Low,4.0,Cat_6,D,18-25
465269,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_3,C,41-45
460881,Male,Yes,72,Yes,Lawyer,1.0,Low,3.0,Cat_4,D,71-75
461891,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C,46-50
466935,Male,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1,C,51-55
464091,Male,Yes,74,Yes,Lawyer,0.0,High,3.0,Cat_6,D,71-75
464535,Male,Yes,56,Yes,Lawyer,1.0,High,2.0,Cat_6,A,56-60
463108,Male,Yes,59,Yes,Lawyer,7.0,High,2.0,Cat_6,A,56-60
461356,Male,No,25,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,18-25
464570,Male,Yes,31,Yes,Doctor,0.0,Average,2.0,Cat_6,A,31-35
464580,Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,A,26-30
465233,Male,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,B,56-60
467208,Female,Yes,39,Yes,Homemaker,1.0,High,2.0,Cat_6,A,36-40
459954,Male,Yes,27,Yes,Healthcare,8.0,Low,2.0,Cat_6,D,26-30
460219,Female,Yes,51,Yes,Entertainment,8.0,Average,2.0,Cat_6,A,51-55
460877,Female,Yes,47,No,Artist,0.0,Average,5.0,Cat_6,B,46-50
460191,Female,No,33,No,Healthcare,8.0,Low,4.0,Cat_6,D,31-35
463742,Male,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C,56-60
463691,Female,No,33,No,Homemaker,0.0,Low,3.0,Cat_6,B,31-35
463250,Female,No,36,Yes,Doctor,0.0,Low,2.0,Cat_6,D,36-40
463952,Male,Yes,51,No,Artist,4.0,Low,3.0,Cat_4,A,51-55
461558,Male,Yes,45,Yes,Engineer,2.0,Average,2.0,Cat_6,C,41-45
465379,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,C,26-30
463814,Female,No,26,No,Healthcare,6.0,Low,3.0,Cat_5,D,26-30
466938,Male,Yes,63,Yes,Artist,8.0,Low,1.0,Cat_6,A,61-65
460671,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_3,B,31-35
462204,Female,No,19,No,Marketing,1.0,Low,3.0,Cat_4,A,18-25
461671,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_6,D,31-35
459384,Male,Yes,52,Yes,Artist,0.0,Average,3.0,Cat_6,C,51-55
459905,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,C,36-40
464734,Female,No,42,No,Entertainment,7.0,Low,3.0,Cat_4,D,41-45
464125,Male,Yes,40,No,Doctor,0.0,Average,2.0,Cat_3,D,36-40
467434,Male,No,39,Yes,Entertainment,0.0,Low,3.0,Cat_1,B,36-40
460956,Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_3,C,46-50
465179,Female,Yes,61,Yes,Artist,1.0,High,2.0,Cat_6,C,61-65
463338,Male,Yes,32,No,Entertainment,1.0,Low,2.0,Cat_3,D,31-35
467066,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,B,51-55
463845,Male,Yes,58,Yes,Artist,1.0,Average,1.0,Cat_6,D,56-60
459976,Female,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,D,36-40
461334,Male,Yes,63,Yes,Artist,0.0,High,2.0,Cat_6,C,61-65
465108,Male,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6,C,56-60
462600,Male,Yes,30,No,Engineer,3.0,Average,3.0,Cat_4,D,26-30
464144,Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6,C,56-60
466911,Male,Yes,68,No,Executive,1.0,High,7.0,Cat_6,B,66-70
462806,Male,Yes,52,No,Artist,0.0,Low,3.0,Cat_4,A,51-55
463426,Male,Yes,38,No,Executive,0.0,High,5.0,Cat_6,A,36-40
464065,Female,Yes,35,Yes,Healthcare,10.0,Low,2.0,Cat_6,B,31-35
462979,Male,No,18,No,Doctor,1.0,Low,2.0,Cat_6,D,18-25
462834,Male,Yes,30,Yes,Homemaker,3.0,Low,2.0,Cat_1,D,26-30
460764,Male,No,86,No,Lawyer,1.0,Low,1.0,Cat_6,D,75+
460185,Male,No,25,No,Healthcare,9.0,Low,3.0,Cat_6,D,18-25
459749,Male,Yes,59,Yes,Entertainment,1.0,Low,4.0,Cat_4,A,56-60
464406,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A,36-40
467758,Female,Yes,50,Yes,Doctor,1.0,Low,3.0,Cat_6,B,46-50
462059,Male,No,47,Yes,Artist,1.0,Low,1.0,Cat_6,C,46-50
467905,Male,Yes,43,Yes,Executive,0.0,High,3.0,Cat_6,D,41-45
461177,Male,Yes,36,No,Executive,8.0,Average,4.0,Cat_1,B,36-40
460765,Male,Yes,80,No,Lawyer,1.0,Low,1.0,Cat_6,D,75+
465386,Male,No,36,Yes,Artist,0.0,Low,2.0,Cat_2,C,36-40
462332,Female,Yes,37,Yes,Artist,1.0,High,2.0,Cat_7,A,36-40
464481,Male,Yes,46,Yes,Executive,0.0,High,3.0,Cat_6,C,46-50
461011,Male,Yes,55,No,Executive,1.0,High,4.0,Cat_3,B,51-55
464749,Female,Yes,47,No,Engineer,9.0,Average,4.0,Cat_4,B,46-50
461094,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_3,D,26-30
462104,Male,Yes,39,No,Entertainment,9.0,Low,2.0,Cat_3,D,36-40
464524,Female,Yes,27,No,Marketing,1.0,Low,2.0,Cat_6,A,26-30
466295,Female,Yes,42,No,Engineer,0.0,Low,3.0,Cat_6,A,41-45
461787,Male,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,C,71-75
467857,Female,Yes,28,Yes,Engineer,0.0,Low,2.0,Cat_6,A,26-30
460153,Male,No,35,Yes,Entertainment,8.0,Low,5.0,Cat_6,C,31-35
465215,Male,Yes,39,Yes,Executive,9.0,High,5.0,Cat_2,A,36-40
466746,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C,66-70
464857,Male,No,18,No,Healthcare,6.0,Low,4.0,Cat_4,D,18-25
459478,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,A,46-50
460723,Female,Yes,50,Yes,Engineer,1.0,High,2.0,Cat_4,B,46-50
459853,Male,No,30,No,Executive,5.0,Low,5.0,Cat_6,A,26-30
459390,Female,No,41,No,Artist,1.0,Low,2.0,Cat_6,B,41-45
460410,Female,No,39,Yes,Artist,3.0,Low,4.0,Cat_6,D,36-40
463823,Female,No,29,No,Marketing,8.0,Low,4.0,Cat_6,D,26-30
462008,Female,Yes,37,Yes,Artist,4.0,Low,4.0,Cat_5,B,36-40
459750,Female,Yes,39,Yes,Engineer,0.0,Average,2.0,Cat_6,A,36-40
459880,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_7,C,46-50
459261,Female,No,32,Yes,Doctor,0.0,Low,3.0,Cat_6,C,31-35
465656,Male,Yes,78,No,Lawyer,1.0,Low,3.0,Cat_6,B,75+
465395,Female,Yes,43,No,Engineer,0.0,Average,5.0,Cat_4,B,41-45
461631,Male,No,29,No,Marketing,8.0,Low,5.0,Cat_6,C,26-30
464904,Female,Yes,28,No,Engineer,9.0,Average,2.0,Cat_4,A,26-30
461740,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,75+
467092,Female,No,28,Yes,Healthcare,7.0,Low,4.0,Cat_6,D,26-30
464173,Male,Yes,71,Yes,Artist,6.0,Average,3.0,Cat_6,C,71-75
464972,Male,Yes,67,No,Lawyer,0.0,High,9.0,Cat_4,A,66-70
467959,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_2,A,26-30
467688,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,C,46-50
460043,Female,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,B,41-45
466590,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C,26-30
461191,Female,Yes,45,Yes,Marketing,8.0,Low,4.0,Cat_6,D,41-45
465662,Male,Yes,76,No,Executive,1.0,Low,1.0,Cat_6,C,75+
459231,Female,Yes,43,Yes,Artist,3.0,Average,4.0,Cat_6,C,41-45
466495,Female,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,B,75+
459192,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,C,31-35
465710,Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_6,C,46-50
460258,Female,No,25,Yes,Healthcare,1.0,Low,5.0,Cat_6,D,18-25
462813,Male,Yes,37,No,Executive,0.0,Average,5.0,Cat_6,A,36-40
467768,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C,56-60
465291,Female,Yes,45,Yes,Artist,5.0,Average,3.0,Cat_6,C,41-45
462996,Female,Yes,49,Yes,Homemaker,9.0,Average,3.0,Cat_6,C,46-50
463497,Male,No,32,Yes,Artist,0.0,Low,5.0,Cat_6,D,31-35
465301,Female,Yes,40,Yes,Artist,0.0,Low,3.0,Cat_3,B,36-40
464702,Male,Yes,59,No,Artist,2.0,Average,2.0,Cat_4,C,56-60
459012,Male,Yes,48,Yes,Artist,3.0,Low,5.0,Cat_6,B,46-50
465053,Male,Yes,82,Yes,Executive,0.0,High,2.0,Cat_6,C,75+
459420,Female,Yes,70,Yes,Lawyer,0.0,Low,2.0,Cat_6,B,66-70
464166,Male,No,31,Yes,Artist,5.0,Low,2.0,Cat_6,B,31-35
458987,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C,71-75
467745,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_6,C,46-50
464866,Female,No,23,No,Engineer,11.0,Low,1.0,Cat_3,D,18-25
461081,Female,No,20,No,Healthcare,2.0,Low,6.0,Cat_6,D,18-25
467896,Female,No,22,No,Healthcare,4.0,Low,3.0,Cat_6,D,18-25
463991,Female,No,31,Yes,Engineer,8.0,Low,1.0,Cat_6,A,31-35
466620,Female,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C,36-40
462594,Male,Yes,52,No,Entertainment,1.0,Average,5.0,Cat_4,B,51-55
462206,Female,No,29,Yes,Artist,1.0,Low,1.0,Cat_4,B,26-30
460697,Male,Yes,40,Yes,Artist,4.0,Average,4.0,Cat_6,C,36-40
467934,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A,36-40
460054,Male,Yes,38,Yes,Artist,1.0,Low,2.0,Cat_6,C,36-40
467910,Female,No,21,No,Doctor,1.0,Low,3.0,Cat_7,A,18-25
467335,Female,Yes,41,No,Engineer,4.0,Average,2.0,Cat_6,D,41-45
460263,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,B,36-40
459340,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,B,51-55
465622,Female,Yes,42,Yes,Artist,5.0,Low,2.0,Cat_6,C,41-45
459395,Male,Yes,42,No,Executive,8.0,Low,2.0,Cat_6,D,41-45
467539,Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_7,C,46-50
466574,Male,Yes,59,Yes,Artist,7.0,Low,2.0,Cat_6,C,56-60
466544,Male,Yes,41,Yes,Executive,1.0,Average,3.0,Cat_6,A,41-45
463610,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_6,A,31-35
465539,Female,Yes,49,Yes,Artist,1.0,High,5.0,Cat_6,B,46-50
459823,Male,Yes,67,Yes,Executive,1.0,Low,2.0,Cat_6,A,66-70
467614,Male,Yes,35,No,Artist,4.0,Average,2.0,Cat_6,B,31-35
459073,Female,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,C,26-30
464863,Female,Yes,25,No,Engineer,6.0,Average,8.0,Cat_4,D,18-25
460022,Female,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,A,36-40
459929,Male,Yes,63,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,61-65
466613,Male,No,23,No,Healthcare,8.0,Low,3.0,Cat_6,D,18-25
461149,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_3,D,18-25
466068,Female,Yes,53,Yes,Artist,2.0,Low,1.0,Cat_6,C,51-55
461513,Male,No,33,Yes,Doctor,0.0,Low,2.0,Cat_6,B,31-35
464761,Female,Yes,50,No,Engineer,1.0,Average,4.0,Cat_2,B,46-50
466236,Female,Yes,69,Yes,Engineer,0.0,Low,2.0,Cat_4,B,66-70
459664,Male,No,37,Yes,Artist,2.0,Low,1.0,Cat_6,B,36-40
461967,Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7,C,18-25
461710,Female,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C,46-50
462742,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,D,18-25
459528,Female,Yes,52,Yes,Doctor,0.0,Average,2.0,Cat_6,C,51-55
462691,Male,Yes,25,No,Doctor,1.0,Average,2.0,Cat_4,B,18-25
462934,Male,Yes,56,No,Executive,1.0,High,2.0,Cat_6,A,56-60
467515,Male,Yes,28,Yes,Engineer,0.0,Average,2.0,Cat_6,A,26-30
463429,Female,No,28,Yes,Artist,7.0,Low,3.0,Cat_6,A,26-30
464024,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_7,D,18-25
460691,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,D,26-30
461825,Female,No,56,No,Engineer,1.0,Low,1.0,Cat_6,A,56-60
467271,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,B,41-45
465634,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_4,B,18-25
464801,Male,No,40,No,Marketing,1.0,Low,1.0,Cat_4,D,36-40
459429,Female,Yes,25,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,18-25
459888,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,D,71-75
462036,Female,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_6,B,66-70
460448,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_3,A,36-40
464464,Male,No,28,No,Healthcare,0.0,Low,4.0,Cat_2,C,26-30
462410,Female,No,32,No,Healthcare,1.0,Low,5.0,Cat_7,B,31-35
459756,Female,Yes,56,No,Lawyer,1.0,High,4.0,Cat_4,B,56-60
463789,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,C,51-55
466947,Male,Yes,57,No,Executive,1.0,High,5.0,Cat_6,C,56-60
464150,Female,Yes,59,Yes,Artist,0.0,Average,3.0,Cat_6,C,56-60
465693,Female,Yes,25,Yes,Healthcare,1.0,High,4.0,Cat_4,A,18-25
461670,Male,Yes,59,Yes,Artist,0.0,Average,6.0,Cat_6,C,56-60
466768,Female,Yes,36,Yes,Artist,0.0,Low,4.0,Cat_6,C,36-40
461550,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6,A,36-40
462438,Male,No,22,No,Doctor,1.0,Low,3.0,Cat_2,D,18-25
460704,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_6,B,41-45
464884,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_4,A,41-45
467050,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,B,18-25
460738,Female,No,49,No,Engineer,1.0,Low,3.0,Cat_7,A,46-50
466176,Male,No,38,Yes,Doctor,8.0,Low,1.0,Cat_2,B,36-40
459488,Male,Yes,47,No,Artist,1.0,Average,4.0,Cat_6,A,46-50
467773,Male,Yes,70,Yes,Lawyer,1.0,High,3.0,Cat_6,C,66-70
465425,Female,No,31,No,Engineer,1.0,Low,4.0,Cat_6,B,31-35
462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A,75+
466078,Female,Yes,51,No,Executive,1.0,Low,1.0,Cat_6,A,51-55
460792,Female,No,42,No,Homemaker,11.0,Low,3.0,Cat_6,A,41-45
460197,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A,36-40
459375,Male,Yes,18,No,Executive,0.0,High,4.0,Cat_6,A,18-25
463862,Male,Yes,50,Yes,Artist,6.0,Average,3.0,Cat_6,C,46-50
460144,Female,No,46,Yes,Doctor,1.0,Low,3.0,Cat_3,A,46-50
462721,Female,Yes,72,No,Lawyer,1.0,High,3.0,Cat_6,D,71-75
459637,Female,No,33,No,Engineer,1.0,Low,4.0,Cat_6,C,31-35
465809,Female,No,25,No,Homemaker,1.0,Low,7.0,Cat_4,B,18-25
466915,Female,Yes,75,No,Entertainment,2.0,High,2.0,Cat_2,D,71-75
467343,Male,No,72,Yes,Artist,1.0,Low,1.0,Cat_6,B,71-75
466268,Female,Yes,72,Yes,Artist,0.0,Average,3.0,Cat_4,C,71-75
464868,Male,Yes,36,Yes,Entertainment,6.0,Low,6.0,Cat_4,A,36-40
464038,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,A,36-40
460176,Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_6,C,26-30
462161,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_6,D,26-30
464893,Male,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_4,B,41-45
464443,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B,31-35
467619,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,B,61-65
465974,Male,Yes,52,Yes,Executive,7.0,High,4.0,Cat_4,C,51-55
462075,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,B,36-40
459494,Female,Yes,69,No,Engineer,9.0,Low,3.0,Cat_6,A,66-70
466921,Female,No,22,No,Healthcare,3.0,Low,3.0,Cat_6,D,18-25
463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6,C,46-50
461167,Male,Yes,29,Yes,Marketing,1.0,High,2.0,Cat_3,A,26-30
467364,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_3,C,46-50
462408,Male,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,A,31-35
466224,Female,No,38,Yes,Healthcare,0.0,Low,1.0,Cat_2,C,36-40
465151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_6,B,56-60
467216,Female,No,26,Yes,Entertainment,1.0,Low,1.0,Cat_6,D,26-30
460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3,A,26-30
461197,Male,No,28,No,Marketing,0.0,Low,1.0,Cat_3,D,26-30
462776,Female,Yes,53,Yes,Engineer,1.0,Average,3.0,Cat_6,C,51-55
464088,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,D,26-30
459471,Female,No,32,No,Artist,1.0,Low,8.0,Cat_6,C,31-35
464695,Male,No,26,No,Engineer,0.0,Low,4.0,Cat_4,D,26-30
462331,Female,No,31,No,Entertainment,0.0,Low,2.0,Cat_6,D,31-35
466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B,36-40
465337,Female,Yes,43,No,Engineer,1.0,Low,3.0,Cat_7,A,41-45
460834,Male,Yes,25,No,Doctor,1.0,Low,2.0,Cat_1,A,18-25
466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Cat_6,A,36-40
461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,B,36-40
465091,Male,Yes,63,Yes,Entertainment,1.0,Average,3.0,Cat_6,C,61-65
459532,Female,Yes,27,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,26-30
466999,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,26-30
466597,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_6,D,18-25
464075,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,B,75+
463394,Male,Yes,41,Yes,Marketing,1.0,High,2.0,Cat_6,B,41-45
462163,Female,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_3,C,26-30
463895,Female,Yes,70,No,Doctor,0.0,Average,2.0,Cat_6,B,66-70
464767,Female,Yes,53,No,Engineer,8.0,Average,4.0,Cat_4,B,51-55
464763,Female,Yes,49,No,Engineer,1.0,Average,4.0,Cat_4,B,46-50
460718,Male,Yes,55,No,Executive,3.0,Low,3.0,Cat_4,D,51-55
466374,Male,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_4,B,75+
463738,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,A,41-45
465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A,36-40
462260,Male,Yes,74,Yes,Lawyer,0.0,Low,2.0,Cat_6,C,71-75
467234,Female,No,30,No,Homemaker,0.0,Low,4.0,Cat_6,D,26-30
466573,Female,No,37,Yes,Artist,5.0,Low,2.0,Cat_6,B,36-40
463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5,B,18-25
459768,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D,18-25
462541,Male,Yes,70,Yes,Engineer,4.0,High,2.0,Cat_6,B,66-70
467714,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0,Cat_6,A,75+
467730,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D,18-25
459474,Male,No,25,Yes,Doctor,6.0,Low,1.0,Cat_2,D,18-25
460093,Female,No,45,Yes,Artist,4.0,Low,1.0,Cat_3,A,41-45
467865,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_4,A,31-35
465758,Female,Yes,37,No,Engineer,7.0,Low,1.0,Cat_4,D,36-40
464184,Female,Yes,39,No,Engineer,4.0,Average,2.0,Cat_6,B,36-40
462618,Female,No,32,Yes,Healthcare,1.0,Low,5.0,Cat_4,D,31-35
464226,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6,C,61-65
465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B,56-60
464087,Female,No,32,No,Engineer,1.0,Low,4.0,Cat_6,C,31-35
466627,Male,No,25,No,Healthcare,0.0,Low,5.0,Cat_6,C,18-25
467380,Female,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C,56-60
465842,Female,No,36,Yes,Entertainment,10.0,Low,2.0,Cat_6,A,36-40
464622,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A,26-30
462083,Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_6,D,18-25
460910,Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,A,26-30
460255,Female,No,38,Yes,Doctor,14.0,Low,1.0,Cat_6,A,36-40
460109,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C,46-50
464306,Male,No,29,Yes,Artist,3.0,Low,1.0,Cat_6,B,26-30
466835,Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_7,B,51-55
465192,Male,Yes,55,No,Artist,0.0,Low,1.0,Cat_6,A,51-55
463380,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_3,A,66-70
462391,Female,No,26,No,Healthcare,1.0,Low,8.0,Cat_7,C,26-30
467086,Female,Yes,83,Yes,Lawyer,0.0,Low,3.0,Cat_6,A,75+
